#YYYY-MM-DD,device,coverage,gen,comment
#input,"data/WW-PV-roof/E2008.csv"
#input,"data/WW-PV-roof/E2009.csv"
#input,"data/WW-PV-roof/E2010.csv"
#input,"data/WW-PV-roof/E2011.csv"
#input,"data/WW-PV-roof/E2012.csv"
#input,"data/WW-PV-roof/E2013.csv"
#input,"data/WW-PV-roof/E2014.csv"
#input,"data/WW-PV-roof/E2015.csv"
#input,"data/WW-PV-roof/E2016.csv"
#input,"data/WW-PV-roof/E2017.csv"
#input,"data/WW-PV-roof/E2018.csv"
#input,"data/WW-PV-roof/E2019.csv"
#input,"data/WW-PV-roof/E2020.csv"
#input,"data/WW-PV-roof/E2021.csv"
#input,"data/WW-PV-roof/E2022.csv"
#input,"data/WW-PV-roof/E2023.csv"
2009-02-24,SunnyBeam,1,2.090
2009-02-25,SunnyBeam,1,1.130
2009-02-26,SunnyBeam,1,4.380
2009-02-27,SunnyBeam,1,7.360
2009-02-28,SunnyBeam,1,2.920
2009-03-01,SunnyBeam,1,3.040
2009-03-02,SunnyBeam,1,6.560
2009-03-03,SunnyBeam,1,3.870
2009-03-04,SunnyBeam,1,6.580
2009-03-05,SunnyBeam,1,7.840
2009-03-06,SunnyBeam,1,8.400
2009-03-07,SunnyBeam,1,6.150
2009-03-08,SunnyBeam,1,7.150
2009-03-09,SunnyBeam,1,8.190
2009-03-10,SunnyBeam,1,4.250
2009-03-11,SunnyBeam,1,7.710
2009-03-12,SunnyBeam,1,3.490
2009-03-13,SunnyBeam,1,4.560
2009-03-14,SunnyBeam,1,6.760
2009-03-15,SunnyBeam,1,10.710
2009-03-16,SunnyBeam,1,10.610
2009-03-17,SunnyBeam,1,10.980
2009-03-18,SunnyBeam,1,10.880
2009-03-19,SunnyBeam,1,10.830
2009-03-20,SunnyBeam,1,11.410
2009-03-21,SunnyBeam,1,11.710
2009-03-22,SunnyBeam,1,11.640
2009-03-23,SunnyBeam,1,6.830
2009-03-24,SunnyBeam,1,12.440
2009-03-25,SunnyBeam,1,8.170
2009-03-26,SunnyBeam,1,5.750
2009-03-27,SunnyBeam,1,7.780
2009-03-28,SunnyBeam,1,7.430
2009-03-29,SunnyBeam,1,9.700
2009-03-30,SunnyBeam,1,11.600
2009-03-31,SunnyBeam,1,5.000
2009-04-01,SunnyBeam,1,13.630
2009-04-02,SunnyBeam,1,9.850
2009-04-03,SunnyBeam,1,8.390
2009-04-04,SunnyBeam,1,12.790
2009-04-05,SunnyBeam,1,11.870
2009-04-06,SunnyBeam,1,12.090
2009-04-07,SunnyBeam,1,10.460
2009-04-08,SunnyBeam,1,16.710
2009-04-09,SunnyBeam,1,4.700
2009-04-10,SunnyBeam,1,3.130
2009-04-11,SunnyBeam,1,2.340
2009-04-12,SunnyBeam,1,3.070
2009-04-13,SunnyBeam,1,11.240
2009-04-14,SunnyBeam,1,10.370
2009-04-15,SunnyBeam,1,11.030
2009-04-16,SunnyBeam,1,5.500
2009-04-17,SunnyBeam,1,1.830
2009-04-18,SunnyBeam,1,16.170
2009-04-19,SunnyBeam,1,17.090
2009-04-20,SunnyBeam,1,14.390
2009-04-21,SunnyBeam,1,17.650
2009-04-22,SunnyBeam,1,18.300
2009-04-23,SunnyBeam,1,15.230
2009-04-24,SunnyBeam,1,19.100
2009-04-25,SunnyBeam,1,13.990
2009-04-26,SunnyBeam,1,19.510
2009-04-27,SunnyBeam,1,6.610
2009-04-28,SunnyBeam,1,12.970
2009-04-29,SunnyBeam,1,18.610
2009-04-30,SunnyBeam,1,11.070
2009-05-01,SunnyBeam,1,18.910
2009-05-02,SunnyBeam,1,18.080
2009-05-03,SunnyBeam,1,14.210
2009-05-04,SunnyBeam,1,8.310
2009-05-05,SunnyBeam,1,10.290
2009-05-06,SunnyBeam,1,16.230
2009-05-07,SunnyBeam,1,5.970
2009-05-08,SunnyBeam,1,13.400
2009-05-09,SunnyBeam,1,14.830
2009-05-10,SunnyBeam,1,17.770
2009-05-11,SunnyBeam,1,21.590
2009-05-12,SunnyBeam,1,14.040
2009-05-13,SunnyBeam,1,1.840
2009-05-14,SunnyBeam,1,8.870
2009-05-15,SunnyBeam,1,10.690
2009-05-16,SunnyBeam,1,13.760
2009-05-17,SunnyBeam,1,12.240
2009-05-18,SunnyBeam,1,17.970
2009-05-19,SunnyBeam,1,15.320
2009-05-20,SunnyBeam,1,15.410
2009-05-21,SunnyBeam,1,16.440
2009-05-22,SunnyBeam,1,15.490
2009-05-23,SunnyBeam,1,18.650
2009-05-24,SunnyBeam,1,21.810
2009-05-25,SunnyBeam,1,12.160
2009-05-26,SunnyBeam,1,13.340
2009-05-27,SunnyBeam,1,6.310
2009-05-28,SunnyBeam,1,11.910
2009-05-29,SunnyBeam,1,21.370
2009-05-30,SunnyBeam,1,23.840
2009-05-31,SunnyBeam,1,21.640
2009-06-01,SunnyBeam,1,17.830
2009-06-02,SunnyBeam,1,23.600
2009-06-03,SunnyBeam,1,16.690
2009-06-04,SunnyBeam,1,22.380
2009-06-05,SunnyBeam,1,3.920
2009-06-06,SunnyBeam,1,8.240
2009-06-07,SunnyBeam,1,13.420
2009-06-08,SunnyBeam,1,10.590
2009-06-09,SunnyBeam,1,5.670
2009-06-10,SunnyBeam,1,10.460
2009-06-11,SunnyBeam,1,19.180
2009-06-12,SunnyBeam,1,14.960
2009-06-13,SunnyBeam,1,14.780
2009-06-14,SunnyBeam,1,22.180
2009-06-15,SunnyBeam,1,15.760
2009-06-16,SunnyBeam,1,20.030
2009-06-17,SunnyBeam,1,14.650
